plan_id,timestamp,symbol,regime,agent,action,confidence,target_weight,reason,is_winner
47bff01d,2026-06-04T18:36:54+00:00,META,bull,TrendFollowingAgent,HOLD,0.3,0.0,"No trend setup (ADX=20.0, bull=False)",False
47bff01d,2026-06-04T18:36:54+00:00,META,bull,DividendArbitrageAgent,HOLD,0.2,0.0,DivArb: ex-date dans 11j (hors fenêtre),False
47bff01d,2026-06-04T18:36:54+00:00,META,bull,PairsTradingAgent,HOLD,0.1,0.0,No pair defined for this symbol,False
47bff01d,2026-06-04T18:36:54+00:00,META,bull,VolatilityAgent,HOLD,0.3,0.0,Vol HOLD: VIX=15.36 | z=-0.83 | mom5=-2.4%,False
47bff01d,2026-06-04T18:36:56+00:00,JPM,bull,DummyHoldAgent,HOLD,0.0,0.0,Baseline hold,False
47bff01d,2026-06-04T18:36:56+00:00,JPM,bull,BuffettAgent,BUY,0.9,0.1,Buffett screen passed (stable + trend + near-high),True
47bff01d,2026-06-04T18:36:56+00:00,JPM,bull,CitadelAgent,HOLD,0.1,0.0,No Citadel momentum setup,False
47bff01d,2026-06-04T18:36:56+00:00,JPM,bull,MeanReversionAgent,HOLD,0.3,0.0,No mean reversion setup (RSI=60.6),False
47bff01d,2026-06-04T18:36:56+00:00,JPM,bull,MacroAgent,BUY,0.6,0.08,Macro RISK ON: SPY=13.02% GLD=-13.30% TLT=-2.31%,False
47bff01d,2026-06-04T18:36:56+00:00,JPM,bull,TrendFollowingAgent,HOLD,0.3,0.0,"No trend setup (ADX=27.3, bull=False)",False
47bff01d,2026-06-04T18:36:56+00:00,JPM,bull,DividendArbitrageAgent,HOLD,0.2,0.0,DivArb: ex-date dans 32j (hors fenêtre),False
47bff01d,2026-06-04T18:36:56+00:00,JPM,bull,PairsTradingAgent,BUY,0.76915,0.08,PairsTrading BUY: JPM sous-évalué vs GS | z=-2.38,False
47bff01d,2026-06-04T18:36:56+00:00,JPM,bull,VolatilityAgent,HOLD,0.3,0.0,Vol HOLD: VIX=15.36 | z=-0.83 | mom5=-2.4%,False
47bff01d,2026-06-04T18:36:57+00:00,GS,bull,DummyHoldAgent,HOLD,0.0,0.0,Baseline hold,False
47bff01d,2026-06-04T18:36:57+00:00,GS,bull,BuffettAgent,BUY,0.9,0.1,Buffett screen passed (stable + trend + near-high),True
47bff01d,2026-06-04T18:36:57+00:00,GS,bull,CitadelAgent,HOLD,0.3,0.0,No Citadel momentum setup,False
47bff01d,2026-06-04T18:36:57+00:00,GS,bull,MeanReversionAgent,HOLD,0.3,0.0,No mean reversion setup (RSI=74.6),False
47bff01d,2026-06-04T18:36:57+00:00,GS,bull,MacroAgent,BUY,0.6,0.08,Macro RISK ON: SPY=13.02% GLD=-13.29% TLT=-2.30%,False
47bff01d,2026-06-04T18:36:57+00:00,GS,bull,TrendFollowingAgent,BUY,0.9,0.1,TrendFollow BUY: MAs alignées + ADX=31.4 + mom20=17.05%,False
47bff01d,2026-06-04T18:36:57+00:00,GS,bull,DividendArbitrageAgent,HOLD,0.2,0.0,DivArb: pas de setup,False
47bff01d,2026-06-04T18:36:57+00:00,GS,bull,PairsTradingAgent,HOLD,0.1,0.0,No pair defined for this symbol,False
47bff01d,2026-06-04T18:36:57+00:00,GS,bull,VolatilityAgent,HOLD,0.3,0.0,Vol HOLD: VIX=15.36 | z=-0.83 | mom5=-2.4%,False
47bff01d,2026-06-04T18:36:59+00:00,GLD,bull,DummyHoldAgent,HOLD,0.0,0.0,Baseline hold,False
47bff01d,2026-06-04T18:36:59+00:00,GLD,bull,BuffettAgent,BUY,0.7,0.1,Buffett screen passed (stable + trend + near-high),True
47bff01d,2026-06-04T18:36:59+00:00,GLD,bull,CitadelAgent,HOLD,0.3,0.0,No Citadel momentum setup,False
47bff01d,2026-06-04T18:36:59+00:00,GLD,bull,MeanReversionAgent,HOLD,0.3,0.0,No mean reversion setup (RSI=34.8),False
47bff01d,2026-06-04T18:36:59+00:00,GLD,bull,MacroAgent,BUY,0.6,0.08,Macro RISK ON: SPY=13.02% GLD=-13.30% TLT=-2.30%,False
47bff01d,2026-06-04T18:36:59+00:00,GLD,bull,TrendFollowingAgent,HOLD,0.3,0.0,"No trend setup (ADX=26.8, bull=False)",False
47bff01d,2026-06-04T18:36:59+00:00,GLD,bull,DividendArbitrageAgent,HOLD,0.2,0.0,No dividend data available,False
47bff01d,2026-06-04T18:36:59+00:00,GLD,bull,PairsTradingAgent,HOLD,0.3,0.0,PairsTrading HOLD: z-score=-1.25 (seuil=2.0),False
47bff01d,2026-06-04T18:36:59+00:00,GLD,bull,VolatilityAgent,HOLD,0.3,0.0,Vol HOLD: VIX=15.36 | z=-0.83 | mom5=-2.4%,False
47bff01d,2026-06-04T18:37:01+00:00,BRK-B,bull,DummyHoldAgent,HOLD,0.0,0.0,Baseline hold,False
47bff01d,2026-06-04T18:37:01+00:00,BRK-B,bull,BuffettAgent,BUY,0.7,0.1,Buffett screen passed (stable + trend + near-high),True
47bff01d,2026-06-04T18:37:01+00:00,BRK-B,bull,CitadelAgent,HOLD,0.1,0.0,No Citadel momentum setup,False
47bff01d,2026-06-04T18:37:01+00:00,BRK-B,bull,MeanReversionAgent,HOLD,0.3,0.0,No mean reversion setup (RSI=41.1),False
47bff01d,2026-06-04T18:37:01+00:00,BRK-B,bull,MacroAgent,BUY,0.6,0.08,Macro RISK ON: SPY=13.03% GLD=-13.30% TLT=-2.31%,False
47bff01d,2026-06-04T18:37:01+00:00,BRK-B,bull,TrendFollowingAgent,HOLD,0.3,0.0,"No trend setup (ADX=29.0, bull=False)",False
47bff01d,2026-06-04T18:37:01+00:00,BRK-B,bull,DividendArbitrageAgent,HOLD,0.2,0.0,No dividend data available,False
47bff01d,2026-06-04T18:37:01+00:00,BRK-B,bull,PairsTradingAgent,HOLD,0.1,0.0,No pair defined for this symbol,False
47bff01d,2026-06-04T18:37:01+00:00,BRK-B,bull,VolatilityAgent,HOLD,0.3,0.0,Vol HOLD: VIX=15.36 | z=-0.83 | mom5=-2.4%,False
47bff01d,2026-06-04T18:37:02+00:00,JNJ,bull,DummyHoldAgent,HOLD,0.0,0.0,Baseline hold,False
47bff01d,2026-06-04T18:37:02+00:00,JNJ,bull,BuffettAgent,BUY,0.9,0.1,Buffett screen passed (stable + trend + near-high),True
47bff01d,2026-06-04T18:37:02+00:00,JNJ,bull,CitadelAgent,HOLD,0.3,0.0,No Citadel momentum setup,False
47bff01d,2026-06-04T18:37:02+00:00,JNJ,bull,MeanReversionAgent,HOLD,0.3,0.0,No mean reversion setup (RSI=47.9),False
47bff01d,2026-06-04T18:37:02+00:00,JNJ,bull,MacroAgent,BUY,0.6,0.08,Macro RISK ON: SPY=13.02% GLD=-13.29% TLT=-2.30%,False
47bff01d,2026-06-04T18:37:02+00:00,JNJ,bull,TrendFollowingAgent,HOLD,0.3,0.0,"No trend setup (ADX=13.2, bull=False)",False
47bff01d,2026-06-04T18:37:02+00:00,JNJ,bull,DividendArbitrageAgent,HOLD,0.2,0.0,DivArb: pas de setup,False
47bff01d,2026-06-04T18:37:02+00:00,JNJ,bull,PairsTradingAgent,HOLD,0.1,0.0,No pair defined for this symbol,False
47bff01d,2026-06-04T18:37:02+00:00,JNJ,bull,VolatilityAgent,HOLD,0.3,0.0,Vol HOLD: VIX=15.36 | z=-0.83 | mom5=-2.4%,False
47bff01d,2026-06-04T18:37:04+00:00,TSLA,bull,DummyHoldAgent,HOLD,0.0,0.0,Baseline hold,False
47bff01d,2026-06-04T18:37:04+00:00,TSLA,bull,BuffettAgent,BUY,0.9,0.1,Buffett screen passed (stable + trend + near-high),True
47bff01d,2026-06-04T18:37:04+00:00,TSLA,bull,CitadelAgent,HOLD,0.1,0.0,No Citadel momentum setup,False
47bff01d,2026-06-04T18:37:04+00:00,TSLA,bull,MeanReversionAgent,HOLD,0.3,0.0,No mean reversion setup (RSI=39.8),False
47bff01d,2026-06-04T18:37:04+00:00,TSLA,bull,MacroAgent,BUY,0.6,0.08,Macro RISK ON: SPY=13.03% GLD=-13.29% TLT=-2.30%,False
47bff01d,2026-06-04T18:37:04+00:00,TSLA,bull,TrendFollowingAgent,HOLD,0.3,0.0,"No trend setup (ADX=23.6, bull=False)",False
47bff01d,2026-06-04T18:37:04+00:00,TSLA,bull,DividendArbitrageAgent,HOLD,0.2,0.0,No dividend data available,False
47bff01d,2026-06-04T18:37:04+00:00,TSLA,bull,PairsTradingAgent,HOLD,0.1,0.0,No pair defined for this symbol,False
47bff01d,2026-06-04T18:37:04+00:00,TSLA,bull,VolatilityAgent,HOLD,0.3,0.0,Vol HOLD: VIX=15.36 | z=-0.83 | mom5=-2.4%,False
47bff01d,2026-06-04T18:37:05+00:00,AMD,bull,DummyHoldAgent,HOLD,0.0,0.0,Baseline hold,False
47bff01d,2026-06-04T18:37:05+00:00,AMD,bull,BuffettAgent,BUY,0.7,0.1,Buffett screen passed (stable + trend + near-high),False
47bff01d,2026-06-04T18:37:05+00:00,AMD,bull,CitadelAgent,HOLD,0.3,0.0,No Citadel momentum setup,False
47bff01d,2026-06-04T18:37:05+00:00,AMD,bull,MeanReversionAgent,HOLD,0.3,0.0,No mean reversion setup (RSI=68.5),False
47bff01d,2026-06-04T18:37:05+00:00,AMD,bull,MacroAgent,BUY,0.6,0.08,Macro RISK ON: SPY=13.03% GLD=-13.29% TLT=-2.30%,False
47bff01d,2026-06-04T18:37:05+00:00,AMD,bull,TrendFollowingAgent,BUY,0.9,0.1,TrendFollow BUY: MAs alignées + ADX=32.1 + mom20=25.26%,True
47bff01d,2026-06-04T18:37:05+00:00,AMD,bull,DividendArbitrageAgent,HOLD,0.2,0.0,DivArb: yield=0.000% trop faible,False
47bff01d,2026-06-04T18:37:05+00:00,AMD,bull,PairsTradingAgent,HOLD,0.1,0.0,No pair defined for this symbol,False
47bff01d,2026-06-04T18:37:05+00:00,AMD,bull,VolatilityAgent,HOLD,0.3,0.0,Vol HOLD: VIX=15.36 | z=-0.83 | mom5=-2.4%,False
e82c8b9c,2026-06-15T20:45:53+00:00,AAPL,bull,DummyHoldAgent,HOLD,0.0,0.0,Baseline hold,False
e82c8b9c,2026-06-15T20:45:53+00:00,AAPL,bull,BuffettAgent,BUY,0.9,0.1,Buffett screen passed (stable + trend + near-high),True
e82c8b9c,2026-06-15T20:45:53+00:00,AAPL,bull,CitadelAgent,HOLD,0.3,0.0,No Citadel momentum setup,False
e82c8b9c,2026-06-15T20:45:53+00:00,AAPL,bull,MeanReversionAgent,HOLD,0.3,0.0,No mean reversion setup (RSI=40.2),False
e82c8b9c,2026-06-15T20:45:53+00:00,AAPL,bull,MacroAgent,BUY,0.6,0.08,Macro RISK ON: SPY=12.84% GLD=-13.66% TLT=-0.83%,False
e82c8b9c,2026-06-15T20:45:53+00:00,AAPL,bull,TrendFollowingAgent,HOLD,0.3,0.0,"No trend setup (ADX=46.6, bull=False)",False
e82c8b9c,2026-06-15T20:45:53+00:00,AAPL,bull,DividendArbitrageAgent,HOLD,0.2,0.0,DivArb: yield=0.091% trop faible,False
e82c8b9c,2026-06-15T20:45:53+00:00,AAPL,bull,PairsTradingAgent,HOLD,0.3,0.0,PairsTrading HOLD: z-score=1.32 (seuil=2.0),False
e82c8b9c,2026-06-15T20:45:53+00:00,AAPL,bull,VolatilityAgent,HOLD,0.3,0.0,Vol HOLD: VIX=16.2 | z=-0.58 | mom5=-14.4%,False
e82c8b9c,2026-06-15T20:45:53+00:00,AAPL,bull,EarningsSentimentAgent,HOLD,0.1,0.0,EarningsSentiment: API error — TypeError,False
e82c8b9c,2026-06-15T20:45:56+00:00,SPY,bull,DummyHoldAgent,HOLD,0.0,0.0,Baseline hold,False
e82c8b9c,2026-06-15T20:45:56+00:00,SPY,bull,BuffettAgent,BUY,0.9,0.1,Buffett screen passed (stable + trend + near-high),True
e82c8b9c,2026-06-15T20:45:56+00:00,SPY,bull,CitadelAgent,HOLD,0.3,0.0,No Citadel momentum setup,False
e82c8b9c,2026-06-15T20:45:56+00:00,SPY,bull,MeanReversionAgent,HOLD,0.3,0.0,No mean reversion setup (RSI=52.6),False
e82c8b9c,2026-06-15T20:45:56+00:00,SPY,bull,MacroAgent,BUY,0.6,0.08,Macro RISK ON: SPY=12.84% GLD=-13.66% TLT=-0.83%,False
e82c8b9c,2026-06-15T20:45:56+00:00,SPY,bull,TrendFollowingAgent,BUY,0.75,0.1,TrendFollow BUY: MAs alignées + ADX=25.6 + mom20=2.12%,False
e82c8b9c,2026-06-15T20:45:56+00:00,SPY,bull,DividendArbitrageAgent,HOLD,0.2,0.0,No dividend data available,False
e82c8b9c,2026-06-15T20:45:56+00:00,SPY,bull,PairsTradingAgent,HOLD,0.3,0.0,PairsTrading HOLD: z-score=-1.51 (seuil=2.0),False
e82c8b9c,2026-06-15T20:45:56+00:00,SPY,bull,VolatilityAgent,HOLD,0.3,0.0,Vol HOLD: VIX=16.2 | z=-0.58 | mom5=-14.4%,False
e82c8b9c,2026-06-15T20:45:56+00:00,SPY,bull,EarningsSentimentAgent,HOLD,0.1,0.0,EarningsSentiment: API error — TypeError,False
e82c8b9c,2026-06-15T20:45:58+00:00,QQQ,bull,DummyHoldAgent,HOLD,0.0,0.0,Baseline hold,False
e82c8b9c,2026-06-15T20:45:58+00:00,QQQ,bull,BuffettAgent,BUY,0.9,0.1,Buffett screen passed (stable + trend + near-high),False
e82c8b9c,2026-06-15T20:45:58+00:00,QQQ,bull,CitadelAgent,BUY,0.8,0.12,Citadel v2: trend + momentum + volume,True
e82c8b9c,2026-06-15T20:45:58+00:00,QQQ,bull,MeanReversionAgent,HOLD,0.3,0.0,No mean reversion setup (RSI=54.8),False
e82c8b9c,2026-06-15T20:45:58+00:00,QQQ,bull,MacroAgent,BUY,0.6,0.08,Macro RISK ON: SPY=12.84% GLD=-13.66% TLT=-0.83%,False
e82c8b9c,2026-06-15T20:45:58+00:00,QQQ,bull,TrendFollowingAgent,HOLD,0.3,0.0,"No trend setup (ADX=22.5, bull=True)",False
e82c8b9c,2026-06-15T20:45:58+00:00,QQQ,bull,DividendArbitrageAgent,HOLD,0.2,0.0,No dividend data available,False
e82c8b9c,2026-06-15T20:45:58+00:00,QQQ,bull,PairsTradingAgent,HOLD,0.1,0.0,No pair defined for this symbol,False
e82c8b9c,2026-06-15T20:45:58+00:00,QQQ,bull,VolatilityAgent,HOLD,0.3,0.0,Vol HOLD: VIX=16.2 | z=-0.58 | mom5=-14.4%,False
e82c8b9c,2026-06-15T20:45:58+00:00,QQQ,bull,EarningsSentimentAgent,HOLD,0.1,0.0,EarningsSentiment: API error — TypeError,False
e82c8b9c,2026-06-15T20:45:59+00:00,NVDA,bull,DummyHoldAgent,HOLD,0.0,0.0,Baseline hold,False
e82c8b9c,2026-06-15T20:45:59+00:00,NVDA,bull,BuffettAgent,BUY,0.9,0.1,Buffett screen passed (stable + trend + near-high),True
e82c8b9c,2026-06-15T20:45:59+00:00,NVDA,bull,CitadelAgent,HOLD,0.3,0.0,No Citadel momentum setup,False
e82c8b9c,2026-06-15T20:45:59+00:00,NVDA,bull,MeanReversionAgent,HOLD,0.3,0.0,No mean reversion setup (RSI=48.5),False
e82c8b9c,2026-06-15T20:45:59+00:00,NVDA,bull,MacroAgent,BUY,0.6,0.08,Macro RISK ON: SPY=12.84% GLD=-13.66% TLT=-0.83%,False
e82c8b9c,2026-06-15T20:45:59+00:00,NVDA,bull,TrendFollowingAgent,HOLD,0.3,0.0,"No trend setup (ADX=15.4, bull=False)",False
e82c8b9c,2026-06-15T20:45:59+00:00,NVDA,bull,DividendArbitrageAgent,HOLD,0.2,0.0,DivArb: yield=0.118% trop faible,False
e82c8b9c,2026-06-15T20:45:59+00:00,NVDA,bull,PairsTradingAgent,HOLD,0.1,0.0,No pair defined for this symbol,False
e82c8b9c,2026-06-15T20:45:59+00:00,NVDA,bull,VolatilityAgent,HOLD,0.3,0.0,Vol HOLD: VIX=16.2 | z=-0.58 | mom5=-14.4%,False
e82c8b9c,2026-06-15T20:45:59+00:00,NVDA,bull,EarningsSentimentAgent,HOLD,0.1,0.0,EarningsSentiment: API error — TypeError,False
e82c8b9c,2026-06-15T20:46:01+00:00,MSFT,bull,DummyHoldAgent,HOLD,0.0,0.0,Baseline hold,False
e82c8b9c,2026-06-15T20:46:01+00:00,MSFT,bull,BuffettAgent,HOLD,0.55,0.0,Buffett screen not strong enough,False
e82c8b9c,2026-06-15T20:46:01+00:00,MSFT,bull,CitadelAgent,HOLD,0.1,0.0,No Citadel momentum setup,False
e82c8b9c,2026-06-15T20:46:01+00:00,MSFT,bull,MeanReversionAgent,HOLD,0.3,0.0,No mean reversion setup (RSI=43.8),False
e82c8b9c,2026-06-15T20:46:01+00:00,MSFT,bull,MacroAgent,BUY,0.6,0.08,Macro RISK ON: SPY=12.84% GLD=-13.66% TLT=-0.83%,True
e82c8b9c,2026-06-15T20:46:01+00:00,MSFT,bull,TrendFollowingAgent,HOLD,0.3,0.0,"No trend setup (ADX=25.1, bull=False)",False
e82c8b9c,2026-06-15T20:46:01+00:00,MSFT,bull,DividendArbitrageAgent,HOLD,0.2,0.0,DivArb: ex-date dans 66j (hors fenêtre),False
e82c8b9c,2026-06-15T20:46:01+00:00,MSFT,bull,PairsTradingAgent,HOLD,0.1,0.0,No pair defined for this symbol,False
e82c8b9c,2026-06-15T20:46:01+00:00,MSFT,bull,VolatilityAgent,HOLD,0.3,0.0,Vol HOLD: VIX=16.2 | z=-0.58 | mom5=-14.4%,False
e82c8b9c,2026-06-15T20:46:01+00:00,MSFT,bull,EarningsSentimentAgent,HOLD,0.1,0.0,EarningsSentiment: API error — TypeError,False
e82c8b9c,2026-06-15T20:46:03+00:00,GOOGL,bull,DummyHoldAgent,HOLD,0.0,0.0,Baseline hold,False
e82c8b9c,2026-06-15T20:46:03+00:00,GOOGL,bull,BuffettAgent,BUY,0.9,0.1,Buffett screen passed (stable + trend + near-high),True
e82c8b9c,2026-06-15T20:46:03+00:00,GOOGL,bull,CitadelAgent,HOLD,0.3,0.0,No Citadel momentum setup,False
e82c8b9c,2026-06-15T20:46:03+00:00,GOOGL,bull,MeanReversionAgent,HOLD,0.3,0.0,No mean reversion setup (RSI=37.3),False
e82c8b9c,2026-06-15T20:46:03+00:00,GOOGL,bull,MacroAgent,BUY,0.6,0.08,Macro RISK ON: SPY=12.84% GLD=-13.66% TLT=-0.83%,False
e82c8b9c,2026-06-15T20:46:03+00:00,GOOGL,bull,TrendFollowingAgent,HOLD,0.3,0.0,"No trend setup (ADX=27.2, bull=False)",False
e82c8b9c,2026-06-15T20:46:03+00:00,GOOGL,bull,DividendArbitrageAgent,HOLD,0.2,0.0,DivArb: yield=0.060% trop faible,False
e82c8b9c,2026-06-15T20:46:03+00:00,GOOGL,bull,PairsTradingAgent,HOLD,0.1,0.0,No pair defined for this symbol,False
e82c8b9c,2026-06-15T20:46:03+00:00,GOOGL,bull,VolatilityAgent,HOLD,0.3,0.0,Vol HOLD: VIX=16.2 | z=-0.58 | mom5=-14.4%,False
e82c8b9c,2026-06-15T20:46:03+00:00,GOOGL,bull,EarningsSentimentAgent,HOLD,0.1,0.0,EarningsSentiment: API error — TypeError,False
e82c8b9c,2026-06-15T20:46:04+00:00,META,bull,DummyHoldAgent,HOLD,0.0,0.0,Baseline hold,False
e82c8b9c,2026-06-15T20:46:04+00:00,META,bull,BuffettAgent,HOLD,0.55,0.0,Buffett screen not strong enough,False
e82c8b9c,2026-06-15T20:46:04+00:00,META,bull,CitadelAgent,HOLD,0.1,0.0,No Citadel momentum setup,False
e82c8b9c,2026-06-15T20:46:04+00:00,META,bull,MeanReversionAgent,HOLD,0.3,0.0,No mean reversion setup (RSI=44.7),False
e82c8b9c,2026-06-15T20:46:04+00:00,META,bull,MacroAgent,BUY,0.6,0.08,Macro RISK ON: SPY=12.84% GLD=-13.66% TLT=-0.83%,True
e82c8b9c,2026-06-15T20:46:04+00:00,META,bull,TrendFollowingAgent,HOLD,0.3,0.0,"No trend setup (ADX=8.9, bull=False)",False
e82c8b9c,2026-06-15T20:46:04+00:00,META,bull,DividendArbitrageAgent,HOLD,0.2,0.0,DivArb: yield=0.089% trop faible,False
e82c8b9c,2026-06-15T20:46:04+00:00,META,bull,PairsTradingAgent,HOLD,0.1,0.0,No pair defined for this symbol,False
e82c8b9c,2026-06-15T20:46:04+00:00,META,bull,VolatilityAgent,HOLD,0.3,0.0,Vol HOLD: VIX=16.2 | z=-0.58 | mom5=-14.4%,False
e82c8b9c,2026-06-15T20:46:04+00:00,META,bull,EarningsSentimentAgent,HOLD,0.1,0.0,EarningsSentiment: API error — TypeError,False
e82c8b9c,2026-06-15T20:46:06+00:00,JPM,bull,DummyHoldAgent,HOLD,0.0,0.0,Baseline hold,False
e82c8b9c,2026-06-15T20:46:06+00:00,JPM,bull,BuffettAgent,BUY,0.9,0.1,Buffett screen passed (stable + trend + near-high),True
e82c8b9c,2026-06-15T20:46:06+00:00,JPM,bull,CitadelAgent,HOLD,0.3,0.0,No Citadel momentum setup,False
e82c8b9c,2026-06-15T20:46:06+00:00,JPM,bull,MeanReversionAgent,HOLD,0.3,0.0,No mean reversion setup (RSI=62.5),False
e82c8b9c,2026-06-15T20:46:06+00:00,JPM,bull,MacroAgent,BUY,0.6,0.08,Macro RISK ON: SPY=12.84% GLD=-13.66% TLT=-0.83%,False
e82c8b9c,2026-06-15T20:46:06+00:00,JPM,bull,TrendFollowingAgent,HOLD,0.3,0.0,"No trend setup (ADX=29.3, bull=False)",False
e82c8b9c,2026-06-15T20:46:06+00:00,JPM,bull,DividendArbitrageAgent,HOLD,0.2,0.0,DivArb: ex-date dans 21j (hors fenêtre),False
e82c8b9c,2026-06-15T20:46:06+00:00,JPM,bull,PairsTradingAgent,HOLD,0.3,0.0,PairsTrading HOLD: z-score=-1.41 (seuil=2.0),False
e82c8b9c,2026-06-15T20:46:06+00:00,JPM,bull,VolatilityAgent,HOLD,0.3,0.0,Vol HOLD: VIX=16.2 | z=-0.58 | mom5=-14.4%,False
e82c8b9c,2026-06-15T20:46:06+00:00,JPM,bull,EarningsSentimentAgent,HOLD,0.1,0.0,EarningsSentiment: API error — TypeError,False
e82c8b9c,2026-06-15T20:46:07+00:00,GS,bull,DummyHoldAgent,HOLD,0.0,0.0,Baseline hold,False
e82c8b9c,2026-06-15T20:46:07+00:00,GS,bull,BuffettAgent,BUY,0.9,0.1,Buffett screen passed (stable + trend + near-high),True
e82c8b9c,2026-06-15T20:46:07+00:00,GS,bull,CitadelAgent,HOLD,0.3,0.0,No Citadel momentum setup,False
e82c8b9c,2026-06-15T20:46:07+00:00,GS,bull,MeanReversionAgent,HOLD,0.3,0.0,No mean reversion setup (RSI=63.1),False
e82c8b9c,2026-06-15T20:46:07+00:00,GS,bull,MacroAgent,BUY,0.6,0.08,Macro RISK ON: SPY=12.84% GLD=-13.66% TLT=-0.83%,False
e82c8b9c,2026-06-15T20:46:07+00:00,GS,bull,TrendFollowingAgent,BUY,0.9,0.1,TrendFollow BUY: MAs alignées + ADX=38.6 + mom20=13.96%,False
e82c8b9c,2026-06-15T20:46:07+00:00,GS,bull,DividendArbitrageAgent,HOLD,0.2,0.0,DivArb: pas de setup,False
e82c8b9c,2026-06-15T20:46:07+00:00,GS,bull,PairsTradingAgent,HOLD,0.1,0.0,No pair defined for this symbol,False
e82c8b9c,2026-06-15T20:46:07+00:00,GS,bull,VolatilityAgent,HOLD,0.3,0.0,Vol HOLD: VIX=16.2 | z=-0.58 | mom5=-14.4%,False
e82c8b9c,2026-06-15T20:46:07+00:00,GS,bull,EarningsSentimentAgent,HOLD,0.1,0.0,EarningsSentiment: API error — TypeError,False
e82c8b9c,2026-06-15T20:46:09+00:00,GLD,bull,DummyHoldAgent,HOLD,0.0,0.0,Baseline hold,False
e82c8b9c,2026-06-15T20:46:09+00:00,GLD,bull,BuffettAgent,HOLD,0.55,0.0,Buffett screen not strong enough,False
e82c8b9c,2026-06-15T20:46:09+00:00,GLD,bull,CitadelAgent,HOLD,0.1,0.0,No Citadel momentum setup,False
e82c8b9c,2026-06-15T20:46:09+00:00,GLD,bull,MeanReversionAgent,HOLD,0.3,0.0,No mean reversion setup (RSI=40.2),False
e82c8b9c,2026-06-15T20:46:09+00:00,GLD,bull,MacroAgent,BUY,0.6,0.08,Macro RISK ON: SPY=12.84% GLD=-13.66% TLT=-0.83%,True
e82c8b9c,2026-06-15T20:46:09+00:00,GLD,bull,TrendFollowingAgent,HOLD,0.3,0.0,"No trend setup (ADX=33.2, bull=False)",False
e82c8b9c,2026-06-15T20:46:09+00:00,GLD,bull,DividendArbitrageAgent,HOLD,0.2,0.0,No dividend data available,False
e82c8b9c,2026-06-15T20:46:09+00:00,GLD,bull,PairsTradingAgent,HOLD,0.3,0.0,PairsTrading HOLD: z-score=-1.72 (seuil=2.0),False
e82c8b9c,2026-06-15T20:46:09+00:00,GLD,bull,VolatilityAgent,HOLD,0.3,0.0,Vol HOLD: VIX=16.2 | z=-0.58 | mom5=-14.4%,False
e82c8b9c,2026-06-15T20:46:09+00:00,GLD,bull,EarningsSentimentAgent,HOLD,0.1,0.0,EarningsSentiment: API error — TypeError,False
e82c8b9c,2026-06-15T20:46:11+00:00,TSLA,bull,DummyHoldAgent,HOLD,0.0,0.0,Baseline hold,False
e82c8b9c,2026-06-15T20:46:11+00:00,TSLA,bull,BuffettAgent,HOLD,0.35,0.0,Buffett screen not strong enough,False
e82c8b9c,2026-06-15T20:46:11+00:00,TSLA,bull,CitadelAgent,HOLD,0.1,0.0,No Citadel momentum setup,False
e82c8b9c,2026-06-15T20:46:11+00:00,TSLA,bull,MeanReversionAgent,HOLD,0.3,0.0,No mean reversion setup (RSI=42.5),False
e82c8b9c,2026-06-15T20:46:11+00:00,TSLA,bull,MacroAgent,BUY,0.6,0.08,Macro RISK ON: SPY=12.84% GLD=-13.66% TLT=-0.83%,True
e82c8b9c,2026-06-15T20:46:11+00:00,TSLA,bull,TrendFollowingAgent,HOLD,0.3,0.0,"No trend setup (ADX=19.9, bull=False)",False
e82c8b9c,2026-06-15T20:46:11+00:00,TSLA,bull,DividendArbitrageAgent,HOLD,0.2,0.0,No dividend data available,False
e82c8b9c,2026-06-15T20:46:11+00:00,TSLA,bull,PairsTradingAgent,HOLD,0.1,0.0,No pair defined for this symbol,False
e82c8b9c,2026-06-15T20:46:11+00:00,TSLA,bull,VolatilityAgent,HOLD,0.3,0.0,Vol HOLD: VIX=16.2 | z=-0.58 | mom5=-14.4%,False
e82c8b9c,2026-06-15T20:46:11+00:00,TSLA,bull,EarningsSentimentAgent,HOLD,0.1,0.0,EarningsSentiment: API error — TypeError,False
e82c8b9c,2026-06-15T20:46:13+00:00,AMD,bull,DummyHoldAgent,HOLD,0.0,0.0,Baseline hold,False
e82c8b9c,2026-06-15T20:46:13+00:00,AMD,bull,BuffettAgent,BUY,0.7,0.1,Buffett screen passed (stable + trend + near-high),False
e82c8b9c,2026-06-15T20:46:13+00:00,AMD,bull,CitadelAgent,BUY,0.9,0.12,Citadel v2: trend + momentum + volume,True
e82c8b9c,2026-06-15T20:46:13+00:00,AMD,bull,MeanReversionAgent,HOLD,0.3,0.0,No mean reversion setup (RSI=57.1),False
e82c8b9c,2026-06-15T20:46:13+00:00,AMD,bull,MacroAgent,BUY,0.6,0.08,Macro RISK ON: SPY=12.84% GLD=-13.66% TLT=-0.83%,False
e82c8b9c,2026-06-15T20:46:13+00:00,AMD,bull,TrendFollowingAgent,HOLD,0.3,0.0,"No trend setup (ADX=16.9, bull=True)",False
e82c8b9c,2026-06-15T20:46:13+00:00,AMD,bull,DividendArbitrageAgent,HOLD,0.2,0.0,DivArb: yield=0.000% trop faible,False
